"artist_title"	"year"	"keep"	"rank"	"votes"	"artist"	"song"	"filename"	"source"
"Terminaator - Vastasmaja aknad "	2003	"TRUE"	28	199	"Terminaator"	"Vastasmaja aknad "	"lyrics-terminaator-vastasmaja_aknad"	1
"Tanel Padar & The Sun - Kuu On Päike "	2006	"TRUE"	23	333	"Tanel Padar & The Sun"	"Kuu On Päike "	"lyrics-the_sun-kuu_on_paike"	1
"Tanel Padar & The Sun - Kuu on päike "	2005	"TRUE"	1	3870	"Tanel Padar & The Sun"	"Kuu on päike "	"lyrics-the_sun-kuu_on_paike"	1
"Tanel Padar & The Sun - Lootusetus "	2006	"TRUE"	4	2263	"Tanel Padar & The Sun"	"Lootusetus "	"lyrics-the_sun-lootusetus"	1
"Tanel Padar & The Sun - Milles On Asi? "	2006	"TRUE"	29	214	"Tanel Padar & The Sun"	"Milles On Asi? "	"lyrics-the_sun-milles_on_asi"	1
"Tanel Padar & The Sun - Nagu merelaine "	2005	"TRUE"	17	778	"Tanel Padar & The Sun"	"Nagu merelaine "	"lyrics-the_sun-nagu_merelaine"	1
"Tanel Padar & The Sun - Nii siis jääbki "	2005	"TRUE"	10	1326	"Tanel Padar & The Sun"	"Nii siis jääbki "	"lyrics-the_sun-nii_siis_jaab"	1
"Tanel Padar & The Sun - Võta Aega "	2006	"TRUE"	1	4304	"Tanel Padar & The Sun"	"Võta Aega "	"lyrics-the_sun-vota_aega"	1
"Tanel Padar & The Sun - Welcome To Estonia "	2005	"TRUE"	12	1108	"Tanel Padar & The Sun"	"Welcome To Estonia "	"lyrics-the_sun-welcoe_to_estonia"	1
"The Sun & Tanel Padar - Welcome To Estonia "	2004	"TRUE"	19	206	"The Sun & Tanel Padar"	"Welcome To Estonia "	"lyrics-the_sun-welcoe_to_estonia"	1
"Tuberkuloited - Hele pael su juustes "	2001	"TRUE"	39	57	"Tuberkuloited"	"Hele pael su juustes "	"lyrics-the_tuberkuloited-hele_pael_su_juustes"	1
"The Tuberkuloited - Korraks "	1998	"TRUE"	27	102	"The Tuberkuloited"	"Korraks "	"lyrics-the_tuberkuloited-korraks"	1
"The Tuberkuloited - Lilleke Rohus"	1994	"TRUE"	4		"The Tuberkuloited"	"Lilleke Rohus"	"lyrics-the_tuberkuloited-lilleke_rohus"	1
"The Tuberkuloited - Okkaline Lill "	1997	"TRUE"	34	120	"The Tuberkuloited"	"Okkaline Lill "	"lyrics-the_tuberkuloited-okkaline_lill"	1
"The Tuberkuloited - Põhjamaa Neid"	1994	"TRUE"	5		"The Tuberkuloited"	"Põhjamaa Neid"	"lyrics-the_tuberkuloited-pohjamaa_neid"	1
"Tuberkuloited - Südaöö õied "	2001	"TRUE"	23	90	"Tuberkuloited"	"Südaöö õied "	"lyrics-the_tuberkuloited-sel_oosel_ma_kinkisin_lilli_sudaoo_oied_"	1
"Tuberkuloited - Veel sind tüdruk ootan "	2002	"TRUE"	22	228	"Tuberkuloited"	"Veel sind tüdruk ootan "	"lyrics-the_tuberkuloited-sind_ootan_tudruk_veel"	1
"The Tuberkuloited - Tantsin Valssi "	2000	"TRUE"	10	303	"The Tuberkuloited"	"Tantsin Valssi "	"lyrics-the_tuberkuloited-tantsin_valssi"	1
"Tuberkuloited & Urmas Voolpriit - Tantsin valssi "	2001	"TRUE"	40	56	"Tuberkuloited & Urmas Voolpriit"	"Tantsin valssi "	"lyrics-the_tuberkuloited-tantsin_valssi"	1
"The Tuberkuloited - Tinasõdur "	1999	"TRUE"	5	728	"The Tuberkuloited"	"Tinasõdur "	"lyrics-the_tuberkuloited-tinasodur"	1
"Toe Tag - Deja Vu "	2004	"TRUE"	4	862	"Toe Tag"	"Deja Vu "	"lyrics-toe_tag-deja_vu"	1
"Toe Tag - Kilekott "	2009	"TRUE"	25	150	"Toe Tag"	"Kilekott "	"lyrics-toe_tag-kilekott"	1
"Toe Tag - Legendaarne "	2004	"TRUE"	2	1541	"Toe Tag"	"Legendaarne "	"lyrics-toe_tag-legendaarne"	1
"Toe Tag - Legendaarne "	2005	"TRUE"	29	396	"Toe Tag"	"Legendaarne "	"lyrics-toe_tag-legendaarne"	1
"Toe Tag - Pankrot "	2005	"TRUE"	6	2339	"Toe Tag"	"Pankrot "	"lyrics-toe_tag-pankrot"	1
"Tommy Cash - Winaloto "	2016	"TRUE"	5	373	"Tommy Cash"	"Winaloto "	"lyrics-tommy_cash-winaloto"	1
"Tõnis Mägi - Püha Elmo tuled"	1994	"TRUE"	33		"Tõnis Mägi"	"Püha Elmo tuled"	"lyrics-tonis_magi-puha_elmo_tuled"	1
"Trad.Attack - Jaan'kene "	2015	"TRUE"	28	56	"Trad.Attack"	"Jaan'kene "	"lyrics-trad_attack_-jaan_kene"	1
"Trad.Attack - Kuukene "	2014	"TRUE"	33	103	"Trad.Attack"	"Kuukene "	"lyrics-trad_attack_-kuukene"	1
"Traffic - Elekter "	2010	"TRUE"	3	693	"Traffic"	"Elekter "	"lyrics-traffic-elekter"	1
"Traffic - Für Elise "	2014	"TRUE"	2	683	"Traffic"	"Für Elise "	"lyrics-traffic-fur_elise"	1
"Traffic - Kallis Ära Küsi "	2007	"TRUE"	36	188	"Traffic"	"Kallis Ära Küsi "	"lyrics-traffic-kallis_ara_kusi"	1
"Traffic - Kallis, Ära Küsi "	2006	"TRUE"	10	766	"Traffic"	"Kallis, Ära Küsi "	"lyrics-traffic-kallis_ara_kusi"	1
"Traffic - Kesköödisko "	2008	"TRUE"	2	1392	"Traffic"	"Kesköödisko "	"lyrics-traffic-keskoodisko"	1
"Traffic - Kesköödisko "	2009	"TRUE"	36	96	"Traffic"	"Kesköödisko "	"lyrics-traffic-keskoodisko"	1
"Traffic Feat. Maarja - Meie Laul "	2007	"TRUE"	8	909	"Traffic"	"Meie Laul "	"lyrics-traffic-meie_laul"	1
"Traffic - Päevast Päeva "	2007	"TRUE"	32	208	"Traffic"	"Päevast Päeva "	"lyrics-traffic-paevast_paeva"	1
"Traffic - Sekundiga "	2015	"TRUE"	18	116	"Traffic"	"Sekundiga "	"lyrics-traffic-sekundiga"	1
"Triin Niitoja & John4 - Hõbedased tiivad "	2012	"TRUE"	11	267	"Triin Niitoja & John4"	"Hõbedased tiivad "	"lyrics-triin_niitoja-hobedased_tiivad"	1
"Triin Niitoja & John4 - Jää "	2014	"TRUE"	21	144	"Triin Niitoja & John4"	"Jää "	"lyrics-triin_niitoja-jaa"	1
"Ummamuudu - Kõnõtraat"	1994	"TRUE"	1		"Ummamuudu"	"Kõnõtraat"	"lyrics-ummamuudu-konotraat"	1
"Ummamuudu - Tunnen Ära "	1995	"TRUE"	3	613	"Ummamuudu"	"Tunnen Ära "	"lyrics-ummamuudu-tunnen_ara"	1
"Hanna-Liina Võsa ja Ivo Linna - Kui On Meri Hülgehall "	2000	"TRUE"	26	112	"Hanna-Liina Võsa ja Ivo Linna"	"Kui On Meri Hülgehall "	"lyrics-unknown_artist-kui_on_meri_hulgehall"	1
"Untsakad - Disku pole oluline "	1995	"TRUE"	37	105	"Untsakad"	"Disku pole oluline "	"lyrics-untsakad-disko_pole_oluline"	1
"Up'N'Down - Naeratus "	1996	"TRUE"	39	99	"Up'N'Down"	"Naeratus "	"lyrics-up_n_down-naeratus"	1
"Urban Symphony - Päikese Poole "	2009	"TRUE"	34	114	"Urban Symphony"	"Päikese Poole "	"lyrics-urban_symphony-paikese_poole"	1
"Urban Symphony - Rändajad "	2009	"TRUE"	2	719	"Urban Symphony"	"Rändajad "	"lyrics-urban_symphony-randajad"	1
"Ursula - Ehitaja "	2006	"TRUE"	40	152	"Ursula"	"Ehitaja "	"lyrics-ursula-ehitaja"	1
"Ursula - Tiffer "	2006	"TRUE"	21	380	"Ursula"	"Tiffer "	"lyrics-ursula-tiffer"	1
"Uudo Sepp - Sinule "	2018	"TRUE"	34	75	"Uudo Sepp"	"Sinule "	"lyrics-uudo_sepp-sinule"	1
"Vaido Neigaus - Laula kaasa "	2014	"TRUE"	25	128	"Vaido Neigaus"	"Laula kaasa "	"lyrics-vaido_neigaus-laula_kaasa"	1
"Vaiko Eplik Ja Eliit - Armastus Päästab Maailma "	2007	"TRUE"	33	200	"Vaiko Eplik Ja Eliit"	"Armastus Päästab Maailma "	"lyrics-vaiko_eplik-armastus_paastab_maailma"	1
"Vaiko Eplik - Homne päev "	2012	"TRUE"	29	60	"Vaiko Eplik"	"Homne päev "	"lyrics-vaiko_eplik-homne_paev"	1
"Vaiko Eplik - Moonaliisa "	2011	"TRUE"	34	93	"Vaiko Eplik"	"Moonaliisa "	"lyrics-vaiko_eplik-moonaliisa"	1
"Vaiko Eplik - Mõtetes mõrudais "	2013	"TRUE"	33	83	"Vaiko Eplik"	"Mõtetes mõrudais "	"lyrics-vaiko_eplik-moteteis_morudais"	1
"Vaiko Eplik - Mõtetes mõrudais "	2014	"TRUE"	31	106	"Vaiko Eplik"	"Mõtetes mõrudais "	"lyrics-vaiko_eplik-moteteis_morudais"	1
"Vaiko Eplik - Nelgid "	2014	"TRUE"	16	203	"Vaiko Eplik"	"Nelgid "	"lyrics-vaiko_eplik-n_elgid"	1
"Vaiko Eplik - Põhjakonn "	2012	"TRUE"	40	46	"Vaiko Eplik"	"Põhjakonn "	"lyrics-vaiko_eplik-pohjakonn"	1
"Vaiko Eplik - Soorebased "	2012	"TRUE"	7	309	"Vaiko Eplik"	"Soorebased "	"lyrics-vaiko_eplik-soorebased"	1
"Vaiko Eplik Ja Eliit - Sylvester Otsustab Surra "	2007	"TRUE"	31	212	"Vaiko Eplik Ja Eliit"	"Sylvester Otsustab Surra "	"lyrics-vaiko_eplik-sylvester_otsustab_surra"	1
"Vaiko Eplik - Varielu "	2012	"TRUE"	22	96	"Vaiko Eplik"	"Varielu "	"lyrics-vaiko_eplik-varielu"	1
"Vanilla Ninja - Blue Tattoo "	2004	"TRUE"	35	107	"Vanilla Ninja"	"Blue Tattoo "	"lyrics-vanilla_ninja-blue_tattoo"	1
"Vanilla Ninja - Club Kung-Fu "	2003	"TRUE"	11	439	"Vanilla Ninja"	"Club Kung-Fu "	"lyrics-vanilla_ninja-club_kung-fu_"	1
"Vanilla Ninja - Cool Vibes "	2005	"TRUE"	8	1878	"Vanilla Ninja"	"Cool Vibes "	"lyrics-vanilla_ninja-cool_vibes"	1
"Vanilla Ninja - Dangerzone "	2006	"TRUE"	16	446	"Vanilla Ninja"	"Dangerzone "	"lyrics-vanilla_ninja-dangerzone"	1
"Vanilla Ninja - Dangerzone "	2008	"TRUE"	26	197	"Vanilla Ninja"	"Dangerzone "	"lyrics-vanilla_ninja-dangerzone"	1
"Vanilla Ninja - Liar "	2004	"TRUE"	28	133	"Vanilla Ninja"	"Liar "	"lyrics-vanilla_ninja-liar"	1
"Vanilla Ninja - Purunematu "	2003	"TRUE"	35	164	"Vanilla Ninja"	"Purunematu "	"lyrics-vanilla_ninja-purunematu"	1
"Vanilla Ninja - Rockstarz "	2006	"TRUE"	11	694	"Vanilla Ninja"	"Rockstarz "	"lyrics-vanilla_ninja-rockstarz"	1
"Vanilla Ninja - Tough Enough "	2003	"TRUE"	8	779	"Vanilla Ninja"	"Tough Enough "	"lyrics-vanilla_ninja-tough_enough"	1
"Vanilla Ninja - Tough Enough "	2004	"TRUE"	37	85	"Vanilla Ninja"	"Tough Enough "	"lyrics-vanilla_ninja-tough_enough"	1
"Vanilla Ninja - Vanad teksad ja kitarr "	2003	"TRUE"	16	314	"Vanilla Ninja"	"Vanad teksad ja kitarr "	"lyrics-vanilla_ninja-vanad_teksad_ja_kitarr"	1
"Vanilla Ninja - When The Indians Cry "	2004	"TRUE"	6	798	"Vanilla Ninja"	"When The Indians Cry "	"lyrics-vanilla_ninja-when_the_indians_cry"	1
"D.J. X & Vello Orumets - Miniseelik"	1994	"TRUE"	25		"D.J. X & Vello Orumets"	"Miniseelik"	"lyrics-vello_orumets-miniseelik"	1
"Vennaskond - 101.Kilomeeter "	2000	"TRUE"	13	261	"Vennaskond"	"101.Kilomeeter "	"lyrics-vennaskond-101_kilomeeter"	1
"Vennaskond - 15. "	1997	"TRUE"	9	446	"Vennaskond"	15	"lyrics-vennaskond-15"	1
"Vennaskond - Disko"	1994	"TRUE"	11		"Vennaskond"	"Disko"	"lyrics-vennaskond-disko"	1
"Vennaskond - Kui Mustavad Udud "	1996	"TRUE"	31	142	"Vennaskond"	"Kui Mustavad Udud "	"lyrics-vennaskond-kui_mustavad_udud"	1
"Vennaskond - Nüüd Mingem Siit Veel Koidu Eel"	1994	"TRUE"	19		"Vennaskond"	"Nüüd Mingem Siit Veel Koidu Eel"	"lyrics-vennaskond-nuud_mingem_siit_veel_koidu_eel_"	1
"Vennaskond - Õhtud Moskva lähistel "	1995	"TRUE"	39	103	"Vennaskond"	"Õhtud Moskva lähistel "	"lyrics-vennaskond-ohtud_moskva_lahistel"	1
"Vennaskond - Pille-Riin"	1994	"TRUE"	2		"Vennaskond"	"Pille-Riin"	"lyrics-vennaskond-pille-riin"	1
"Vennaskond - Subatlantiline Kohtumine "	1996	"TRUE"	22	239	"Vennaskond"	"Subatlantiline Kohtumine "	"lyrics-vennaskond-subatlantiline_kohtumine"	1
"Violina Feat. Lenna Kuurmaa - Sellel Ööl "	2009	"TRUE"	13	276	"Violina"	"Sellel Ööl "	"lyrics-violina-sellel_ool"	1
"Violina Feat. Genka & Kene Vernik - Toakärbes "	2010	"TRUE"	12	248	"Violina"	"Toakärbes "	"lyrics-violina-toakarbes"	2
"The White High - Party People "	2016	"TRUE"	33	51	"The White High"	"Party People "	"lyrics-white_high_the-party_people"	1
"Winny Puhh - Meiecundimees üks Korsakov läks eile Lätti "	2013	"TRUE"	13	243	"Winny Puhh"	"Meiecundimees üks Korsakov läks eile Lätti "	"lyrics-winny_puhh-meiecundimees_uks_korsakov_laks_eile_latti"	1
"Winny Puhh - Peegelpõrand "	2010	"TRUE"	30	122	"Winny Puhh"	"Peegelpõrand "	"lyrics-winny_puhh-peegelporand"	1
"Winny Puhh Feat. Genka - Peegelpõrand "	2009	"TRUE"	6	465	"Winny Puhh"	"Peegelpõrand "	"lyrics-winny_puhh-peegelporand"	1
"Zetod - Kergotamine "	2008	"TRUE"	14	355	"Zetod"	"Kergotamine "	"lyrics-zetod-kergotamine"	1
"Zetod - Lätsi Sanna "	2010	"TRUE"	40	94	"Zetod"	"Lätsi Sanna "	"lyrics-zetod-latsi_sanna"	2
"Zetod - Viiäs väkke "	2013	"TRUE"	24	97	"Zetod"	"Viiäs väkke "	"lyrics-zetod-viias_vakke"	2
"Zone - Sel Ööl "	1996	"TRUE"	19	255	"Zone"	"Sel Ööl "	"lyrics-zone-sel_ool"	1
"2 Quick Start & Hedvig Hanson - I Feel For You "	1995	"TRUE"	27	158	"2 Quick Start & Hedvig Hanson"	"I Feel For You "		
"2 Quick Start - Poolel Teel Su Juurde "	1997	"TRUE"	31	136	"2 Quick Start"	"Poolel Teel Su Juurde "		
"4 Ever - Sellest Mis Möödunud "	1998	"TRUE"	34	76	"4 Ever"	"Sellest Mis Möödunud "		
"6-Pack - Seest Läeb Hing "	1997	"TRUE"	2	1049	"6-Pack"	"Seest Läeb Hing "		
"A-Rühm - Loterii ja ... "	2008	"TRUE"	32	175	"A-Rühm"	"Loterii ja ... "		
"Agape - Grungemees"	1994	"TRUE"	40		"Agape"	"Grungemees"		
"Aides - Unbelievable "	2010	"TRUE"	37	99	"Aides"	"Unbelievable "		
"Ans. Andur - Kare tekk "	2015	"TRUE"	15	141	"Ans. Andur"	"Kare tekk "		
"Ans. Andur - Miks sa ei tantsi "	2018	"TRUE"	37	71	"Ans. Andur"	"Miks sa ei tantsi "		
"Astra - Romeo Ja Julia "	1996	"TRUE"	25	225	"Astra"	"Romeo Ja Julia "		
"Azma - Hea päev "	2017	"TRUE"	19	134	"Azma"	"Hea päev "		
"BDÖ - Operation B "	1995	"TRUE"	20	251	"BDÖ"	"Operation B "		
"Bandemoonium - Kus mu püksid on? "	2015	"TRUE"	26	62	"Bandemoonium"	"Kus mu püksid on? "		
"Bedwetters - Dramatic Letter To Conscience "	2007	"TRUE"	1	3898	"Bedwetters"	"Dramatic Letter To Conscience "		
"Beyond Beyond - So alive "	2016	"TRUE"	11	141	"Beyond Beyond"	"So alive "		
"Bhava - Govinda "	1999	"TRUE"	30	87	"Bhava"	"Govinda "		
"Bhava - Motherly Ganges "	2000	"TRUE"	12	290	"Bhava"	"Motherly Ganges "		
"Black Rockit - Engelbert 2 "	2000	"TRUE"	32	86	"Black Rockit"	"Engelbert 2 "		
"Black Velvet - Nagu Samet Ja Siid "	1997	"TRUE"	26	166	"Black Velvet"	"Nagu Samet Ja Siid "		
"Blacky - Ja põleb maa "	2003	"TRUE"	32	172	"Blacky"	"Ja põleb maa "		
"Blacky - Kui me päikeseloojangut ootama peaks "	2003	"TRUE"	20	259	"Blacky"	"Kui me päikeseloojangut ootama peaks "		
"Blind - Game "	2001	"TRUE"	10	512	"Blind"	"Game "		
"Blind - Go-Go Boots "	2005	"TRUE"	32	349	"Blind"	"Go-Go Boots "		
"Caater - 80. "	1997	"TRUE"	18	265	"Caater"	80		
"Caater - Caater 2000 "	1999	"TRUE"	21	151	"Caater"	"Caater 2000 "		
"Caater - Come Closer"	1998	"TRUE"	9		"Caater"	"Come Closer"		
"Caater - Dance With You "	2000	"TRUE"	3	960	"Caater"	"Dance With You "		
"Caater - Enjoy The Silence "	2002	"TRUE"	9	462	"Caater"	"Enjoy The Silence "		
"Caater - Free my body "	2001	"TRUE"	24	89	"Caater"	"Free my body "		
"Caater - Hold That Sucker Down "	1997	"TRUE"	13	321	"Caater"	"Hold That Sucker Down "		
"Caater - King siže "	2001	"TRUE"	36	60	"Caater"	"King siže "		
"Caater - Osi Nene "	1999	"TRUE"	1	1125	"Caater"	"Osi Nene "		
"Caater - Phantom "	2000	"TRUE"	6	479	"Caater"	"Phantom "		
"Caater - Somebody "	2001	"TRUE"	7	677	"Caater"	"Somebody "		
"Caater feat. Hanna Pruuli - Sind otsima jään / Still Waiting For You "	1999	"TRUE"	8	521	"Caater"	"Sind otsima jään "		
"Caater feat. Hanna Pruuli - Sinuta "	1999	"TRUE"	13	338	"Caater"	"Sinuta "		
"Caater feat. Hanna Pruuli - Sinuta "	2001	"TRUE"	29	71	"Caater"	"Sinuta "		
"Cartoon - Made Me Feel (ft.Kristel Aaslaid) "	2015	"TRUE"	16	140	"Cartoon"	"Made Me Feel (ft.Kristel Aaslaid) "		
"Cartoon - On & On (feat. Daniel Levi) "	2015	"TRUE"	10	191	"Cartoon"	"On & On (feat. Daniel Levi) "		
"Cartoon - Whatever I Do (feat. Kostja) "	2015	"TRUE"	29	54	"Cartoon"	"Whatever I Do (feat. Kostja) "		
"Cartoon Feat. Jüri Pootsmann - I Remember U "	2016	"TRUE"	36	42	"Cartoon"	"I Remember U "		
"Cityflash feat. Laura-Ly - Don't Leave Me "	2017	"TRUE"	32	74	"Cityflash"	"Don't Leave Me "		
"Cool D & Kožy - Vennad Voitkad "	1999	"TRUE"	36	53	"Cool D & Kožy"	"Vennad Voitkad "		
"Cool D - Naised On Purjus "	2009	"TRUE"	40	105	"Cool D"	"Naised On Purjus "		
"DJ Heiki - Kallis "	2016	"TRUE"	18	98	"DJ Heiki"	"Kallis "		
"DJ Whirl & Mayer - The World Is Ours "	2005	"TRUE"	28	432	"DJ Whirl & Mayer"	"The World Is Ours "		
"Dallas - Your New Girlfriend "	1997	"TRUE"	38	84	"Dallas"	"Your New Girlfriend "		
"Double + - Sel Tänaval"	1994	"TRUE"	39		"Double +"	"Sel Tänaval"		
"Echosilence - Science Hole "	1999	"TRUE"	37	47	"Echosilence"	"Science Hole "		
"Egert Milder - Live+Love+Grow "	2018	"TRUE"	9	268	"Egert Milder"	"Live+Love+Grow "		
"Elephants From Neptune - Blue lightning "	2013	"TRUE"	26	95	"Elephants From Neptune"	"Blue lightning "		
"Elephants From Neptune - Oh No "	2016	"TRUE"	9	186	"Elephants From Neptune"	"Oh No "		
"Evelin Samuel - Flight"	1994	"TRUE"	36		"Evelin Samuel"	"Flight"		
"Evelin Samuel - Vari Ja Roos"	1994	"TRUE"	27		"Evelin Samuel"	"Vari Ja Roos"		
"Everin - Teine võimalus "	2016	"TRUE"	38	36	"Everin"	"Teine võimalus "		
"Ewert And The Two Dragons - Circles "	2015	"TRUE"	25	66	"Ewert And The Two Dragons"	"Circles "		
"Ewert And The Two Dragons - Jolene "	2011	"TRUE"	10	309	"Ewert And The Two Dragons"	"Jolene "		
"Facelift Deer - Brothers "	2012	"TRUE"	25	77	"Facelift Deer"	"Brothers "		
"Facelift Deer - Dance "	2012	"TRUE"	30	57	"Facelift Deer"	"Dance "		
"Genka - Kukeseen "	2011	"TRUE"	29	112	"Genka"	"Kukeseen "		
"Getter - Something Good "	2017	"TRUE"	16	163	"Getter"	"Something Good "		
"Grete Paia - Wasted Youth "	2017	"TRUE"	20	118	"Grete Paia"	"Wasted Youth "		
"HND - Tähetolmus "	2015	"TRUE"	34	40	"HND"	"Tähetolmus "		
"HU? - Made in China "	2013	"TRUE"	12	249	"HU?"	"Made in China "		
"Hangover - Kustuta valgus "	2015	"TRUE"	35	39	"Hangover"	"Kustuta valgus "		
"Horror Dance Squad - Ships "	2017	"TRUE"	33	65	"Horror Dance Squad"	"Ships "		
"I Wear* Experiment - Patience "	2016	"TRUE"	26	72	"I Wear* Experiment"	"Patience "		
"Iiris - Star "	2018	"TRUE"	32	78	"Iiris"	"Star "		
"Iiris - Tigerhead "	2013	"TRUE"	32	86	"Iiris"	"Tigerhead "		
"Ines - Torm "	2014	"TRUE"	22	142	"Ines"	"Torm "		
"Insignia - Love "	1995	"TRUE"	32	113	"Insignia"	"Love "		
"Jam - Öised Teed"	1994	"TRUE"	29		"Jam"	"Öised Teed"		
"Janne - Millist Armastust "	2006	"TRUE"	7	1108	"Janne"	"Millist Armastust "		
"Jarek Kasar - Klaaskuulis "	2011	"TRUE"	32	96	"Jarek Kasar"	"Klaaskuulis "		
"Jüri Pootsmann - Silmades "	2017	"TRUE"	31	75	"Jüri Pootsmann"	"Silmades "		
"Kalle Sepp - Viirastus "	2016	"TRUE"	34	48	"Kalle Sepp"	"Viirastus "		
"Karl-Erik Taukar - Ei "	2017	"TRUE"	28	83	"Karl-Erik Taukar"	"Ei "		
"Kate - Siis Kui Öö On Käes "	1997	"TRUE"	29	147	"Kate"	"Siis Kui Öö On Käes "		
"Kerli - Savages "	2018	"TRUE"	4	567	"Kerli"	"Savages "		
"Kosmikud - Maapoiss "	2015	"TRUE"	31	46	"Kosmikud"	"Maapoiss "		
"Kosmikud - Sügis sanatooriumis "	2017	"TRUE"	22	95	"Kosmikud"	"Sügis sanatooriumis "		
"Kuldne Trio - Ulla-Tralla"	1994	"TRUE"	20		"Kuldne Trio"	"Ulla-Tralla"		
"Kuldne Trio - Vana roosa"	1994	"TRUE"	32		"Kuldne Trio"	"Vana roosa"		
"Kuldne Trio - Ütlen Sulle A"	1994	"TRUE"	16		"Kuldne Trio"	"Ütlen Sulle A"		
"Kuldne trio - Aidaa "	1999	"TRUE"	34	68	"Kuldne trio"	"Aidaa "		
"Kuradi Saar - Valel on kaunid jalad "	2018	"TRUE"	27	105	"Kuradi Saar"	"Valel on kaunid jalad "		
"Köömes - Lähme laiali "	2016	"TRUE"	23	84	"Köömes"	"Lähme laiali "		
"Küberünnak ja Karmo - Leheminek "	2018	"TRUE"	15	155	"Küberünnak ja Karmo"	"Leheminek "		
"Laura - Waterfall "	2018	"TRUE"	38	70	"Laura"	"Waterfall "		
"Lauri Pihlap - Aitab Küll "	2015	"TRUE"	21	90	"Lauri Pihlap"	"Aitab Küll "		
"Lenna - Mina jään "	2012	"TRUE"	5	341	"Lenna"	"Mina jään "		
"Lenna - Õnnega koos "	2016	"TRUE"	31	54	"Lenna"	"Õnnega koos "		
"Lenna Kuurmaa - Like A Kid "	2009	"TRUE"	37	93	"Lenna Kuurmaa"	"Like A Kid "		
"Lenna Kuurmaa - Saatus Naerdes Homse Toob "	2007	"TRUE"	11	632	"Lenna Kuurmaa"	"Saatus Naerdes Homse Toob "		
"Lepatriinu - Up The Sky "	2018	"TRUE"	39	67	"Lepatriinu"	"Up The Sky "		
"Leslie Da Bass - Kassatshekk "	2010	"TRUE"	22	163	"Leslie Da Bass"	"Kassatshekk "		
"Lexsoul Dancemachine - Coconuts "	2016	"TRUE"	40	32	"Lexsoul Dancemachine"	"Coconuts "		
"Liis Lemsalu - Lightning in the bottle "	2012	"TRUE"	27	66	"Liis Lemsalu"	"Lightning in the bottle "		
"Liis Lemsalu - Rohkem värve "	2013	"TRUE"	36	76	"Liis Lemsalu"	"Rohkem värve "		
"Lu:k - La:v "	1995	"TRUE"	31	118	"Lu:k"	"La:v "		
"MC Leo - Keegi Veel"	1994	"TRUE"	37		"MC Leo"	"Keegi Veel"		
"Malcolm Lincoln - Loaded With Zoul "	2010	"TRUE"	35	108	"Malcolm Lincoln"	"Loaded With Zoul "		
"Maria - Dii-Dii-Dii, Daa-Daa-Daa "	1998	"TRUE"	32	94	"Maria"	"Dii-Dii-Dii, Daa-Daa-Daa "		
"Maria - La-La-La "	1997	"TRUE"	22	231	"Maria"	"La-La-La "		
"Marko Matvere - Tähed teavad (Les Miserables) "	2001	"TRUE"	22	98	"Marko Matvere"	"Tähed teavad (Les Miserables) "		
"Marten Kuningas - Teel voorusesse "	2012	"TRUE"	26	75	"Marten Kuningas"	"Teel voorusesse "		
"Marten Kuningas - Öine sõit "	2012	"TRUE"	31	56	"Marten Kuningas"	"Öine sõit "		
"Me Myself & I - Awake "	1996	"TRUE"	21	240	"Me Myself & I"	"Awake "		
"Me, myself & I - I Don't Want To Change "	1997	"TRUE"	24	197	"Me, myself & I"	"I Don't Want To Change "		
"Meisterjaan - Bambusest laev "	2015	"TRUE"	8	206	"Meisterjaan"	"Bambusest laev "		
"Metsakutsu - 11 "	2013	"TRUE"	31	88	"Metsakutsu"	11		
"Metsatöll - Iivakivi "	2008	"TRUE"	34	169	"Metsatöll"	"Iivakivi "		
"Monofans - Aeg Nautida "	1996	"TRUE"	15	324	"Monofans"	"Aeg Nautida "		
"Monofans - Juliette "	1996	"TRUE"	35	116	"Monofans"	"Juliette "		
"Mr. Happyman - Lõvisüda "	1995	"TRUE"	11	318	"Mr. Happyman"	"Lõvisüda "		
"Must Hunt - Ei allu! "	2018	"TRUE"	11	171	"Must Hunt"	"Ei allu! "		
"Must Q - Staatiline Sõltuvus "	1996	"TRUE"	38	102	"Must Q"	"Staatiline Sõltuvus "		
"Mölamaffia - Avameelselt Abielust "	1996	"TRUE"	34	121	"Mölamaffia"	"Avameelselt Abielust "		
"N-Euro - Olümpiale "	2000	"TRUE"	14	259	"N-Euro"	"Olümpiale "		
"NOËP - Golden "	2016	"TRUE"	17	99	"NOËP"	"Golden "		
"NOËP - New Heights "	2018	"TRUE"	20	136	"NOËP"	"New Heights "		
"Nancy - Ei Hooli "	1996	"TRUE"	37	110	"Nancy"	"Ei Hooli "		
"Nancy - Mul luba loota"	1994	"TRUE"	13		"Nancy"	"Mul luba loota"		
"Nancy - Sa Muutsid Kõik "	1995	"TRUE"	10	326	"Nancy"	"Sa Muutsid Kõik "		
"Nexus - Ei saa "	2003	"TRUE"	25	233	"Nexus"	"Ei saa "		
"Nimmerschmidt - Sandra "	2013	"TRUE"	29	90	"Nimmerschmidt"	"Sandra "		
"Noisy Nation - Funky Attack "	1996	"TRUE"	11	499	"Noisy Nation"	"Funky Attack "		
"Noisy Nation - Shake Da Body "	1996	"TRUE"	13	404	"Noisy Nation"	"Shake Da Body "		
"Orukas - Sekspomm "	2000	"TRUE"	39	68	"Orukas"	"Sekspomm "		
